ID usuario,Tiempo creacion de certificado,Tiempo ACT,Tiempo Total,Tiempo Real
256,187,99,341,-1
255,179,101,345,-1
260,205,67,306,-1
257,202,67,306,-1
259,208,70,310,-1
258,219,60,310,-1
261,188,58,267,-1
265,177,62,255,-1
267,179,59,263,-1
268,181,61,263,-1
266,178,60,263,-1
262,325,56,416,-1
264,306,58,382,-1
263,303,68,392,-1
269,249,56,322,-1
270,126,63,206,-1
271,118,63,198,-1
273,215,59,287,-1
272,260,56,335,-1
275,226,58,310,-1
276,220,59,300,-1
274,235,59,319,-1
279,209,63,287,-1
277,218,62,301,-1
278,211,59,292,-1
281,132,58,214,-1
284,135,65,220,-1
282,138,62,228,-1
283,136,72,234,-1
280,219,57,292,-1
287,184,56,257,-1
286,185,57,261,-1
285,185,57,262,-1
291,125,63,210,-1
289,133,70,226,-1
292,119,70,209,-1
290,133,70,227,-1
288,214,62,290,-1
297,143,58,229,-1
299,144,66,243,-1
293,195,80,307,-1
296,147,79,263,-1
295,198,79,310,-1
294,199,82,310,-1
298,143,83,263,-1
300,137,62,240,-1
301,119,64,207,-1
302,120,61,203,-1
306,119,60,198,-1
304,117,63,199,-1
305,129,65,221,-1
307,129,69,221,-1
303,132,66,222,-1
308,119,58,196,-1
310,83,57,156,-1
313,88,27,130,-1
309,116,58,200,-1
311,121,59,206,-1
312,122,61,206,-1
314,116,62,197,-1
315,119,63,198,-1
316,115,61,197,-1
317,116,58,191,-1
318,117,61,193,-1
319,115,67,193,-1
321,123,66,211,-1
320,122,68,215,-1
323,115,68,200,-1
322,116,70,205,-1
324,118,56,206,-1
325,118,55,188,-1
326,119,58,202,-1
327,117,64,197,-1
328,122,64,203,-1
329,121,64,207,-1
330,120,69,207,-1
331,116,63,193,-1
332,121,60,196,-1
333,110,67,193,-1
334,118,56,193,-1
335,114,61,189,-1
339,123,56,217,-1
336,127,58,226,-1
340,123,60,214,-1
337,127,58,228,-1
338,139,65,239,-1
341,125,67,216,-1
342,121,66,213,-1
343,126,63,214,-1
344,122,60,196,-1
346,113,61,195,-1
345,123,60,208,-1
347,129,69,222,-1
348,114,69,202,-1
349,128,63,210,-1
356,54,23,89,-1
351,123,61,202,-1
350,124,69,207,-1
353,123,59,199,-1
352,126,65,209,-1
354,121,68,212,-1
355,127,64,208,-1
359,94,27,143,-1
357,113,58,183,-1
360,124,66,213,-1
358,123,66,213,-1
362,104,39,179,-1
361,134,62,219,-1
363,146,57,220,-1
364,132,56,207,-1
365,121,59,192,-1
366,125,60,218,-1
368,116,57,186,-1
367,121,57,197,-1
369,121,56,195,-1
370,115,59,192,-1
372,113,57,187,-1
371,128,64,213,-1
373,116,68,199,-1
374,114,64,197,-1
376,142,67,235,-1
375,140,70,238,-1
377,145,63,230,-1
378,128,73,214,-1
379,122,92,229,-1
381,129,68,225,-1
380,127,68,232,-1
382,119,69,228,-1
384,148,61,227,-1
383,146,71,231,-1
385,122,64,223,-1
386,127,67,229,-1
387,117,65,207,-1
389,120,59,200,-1
388,119,62,202,-1
390,120,78,219,-1
392,148,72,246,-1
391,148,65,238,-1
394,159,74,255,-1
395,148,73,239,-1
396,135,73,233,-1
397,134,66,234,-1
393,166,81,270,-1
398,141,63,244,-1
399,126,66,217,-1
,176.5765306,71.34693878,300.8061224,
