ID usuario,Tiempo creacion de certificado,Tiempo ACT,Tiempo Total,Tiempo Real
212,301,73,410,-1
218,243,91,357,-1
217,289,81,423,-1
216,217,76,465,-1
214,303,88,515,-1
215,318,86,476,-1
221,260,64,351,-1
219,261,74,360,-1
223,167,71,264,-1
220,261,78,360,-1
222,173,66,345,-1
225,190,86,302,-1
224,191,97,364,-1
228,144,83,355,-1
227,185,79,372,-1
229,187,98,381,-1
231,175,100,330,-1
230,201,107,378,-1
226,249,92,478,-1
232,182,98,339,-1
233,236,105,371,-1
235,225,122,366,-1
241,148,60,295,-1
236,320,80,490,-1
238,299,51,518,-1
239,332,65,461,-1
240,309,62,428,-1
237,378,95,623,-1
248,151,58,278,-1
249,138,60,260,-1
245,195,62,373,-1
244,172,66,426,-1
246,197,70,382,-1
242,255,55,547,-1
243,235,83,531,-1
247,190,79,324,-1
250,234,62,370,-1
253,195,69,358,-1
251,202,75,477,-1
252,240,70,437,-1
254,203,82,384,-1
255,199,71,373,-1
257,269,93,434,-1
258,293,77,396,-1
262,170,103,395,-1
260,220,103,434,-1
256,264,68,540,-1
261,325,61,510,-1
266,231,60,371,-1
263,308,64,480,-1
265,185,70,455,-1
264,252,70,477,-1
269,153,65,361,-1
259,308,61,616,-1
272,170,67,278,-1
267,251,64,446,-1
268,176,68,420,-1
275,186,66,313,-1
271,378,66,569,-1
273,247,60,481,-1
277,190,66,327,-1
270,329,65,586,-1
274,246,69,442,-1
279,204,75,309,-1
276,257,79,411,-1
283,189,60,379,-1
285,183,69,298,-1
282,136,73,396,-1
281,347,67,483,-1
287,221,57,322,-1
278,206,92,563,-1
280,363,98,510,-1
284,168,66,469,-1
288,159,67,250,-1
286,171,65,380,-1
289,152,67,252,-1
295,125,57,199,-1
291,234,57,361,-1
294,173,60,313,-1
292,250,76,386,-1
293,168,76,356,-1
290,239,76,407,-1
299,140,84,258,-1
296,218,121,380,-1
297,261,70,455,-1
301,259,69,403,-1
298,234,71,452,-1
304,200,62,335,-1
303,232,69,372,-1
302,285,66,418,-1
300,195,76,445,-1
305,279,66,413,-1
308,359,66,477,-1
309,265,60,460,-1
307,332,70,504,-1
306,263,98,548,-1
315,181,62,279,-1
314,198,81,342,-1
317,157,74,278,-1
316,175,78,288,-1
313,234,109,486,-1
312,341,108,505,-1
311,337,119,507,-1
310,309,75,564,-1
318,166,72,419,-1
321,148,71,328,-1
320,206,89,421,-1
319,217,76,478,-1
324,313,64,436,-1
322,299,65,437,-1
325,261,107,436,-1
323,247,61,502,-1
330,332,77,436,-1
327,303,72,513,-1
331,224,72,409,-1
332,215,67,399,-1
328,355,70,514,-1
326,186,64,514,-1
334,178,65,341,-1
329,292,80,523,-1
338,158,72,268,-1
339,243,66,343,-1
337,284,61,484,-1
341,194,64,287,-1
333,341,65,585,-1
335,338,77,546,-1
340,213,78,326,-1
336,333,94,557,-1
345,195,62,294,-1
343,194,73,331,-1
342,197,78,345,-1
349,185,68,306,-1
346,239,66,367,-1
347,225,66,367,-1
348,232,77,365,-1
353,134,68,224,-1
350,210,70,313,-1
351,275,80,385,-1
352,266,73,389,-1
355,216,99,413,-1
344,382,89,650,-1
356,236,88,412,-1
358,189,89,350,-1
354,258,87,428,-1
357,238,98,413,-1
361,207,99,404,-1
364,189,78,376,-1
363,226,72,425,-1
359,280,58,545,-1
360,295,60,543,-1
367,262,65,379,-1
366,296,65,477,-1
362,163,65,616,-1
368,153,65,382,-1
365,347,63,497,-1
373,233,60,360,-1
372,233,61,391,-1
377,163,59,269,-1
376,199,63,276,-1
370,306,74,451,-1
371,307,68,448,-1
375,187,73,353,-1
374,220,74,369,-1
378,175,70,256,-1
379,151,60,239,-1
369,270,81,539,-1
381,169,101,298,-1
384,150,96,298,-1
380,168,95,299,-1
382,168,91,300,-1
385,187,83,331,-1
383,228,112,476,-1
389,253,74,406,-1
388,188,91,442,-1
386,329,94,474,-1
391,265,58,439,-1
387,293,56,472,-1
393,121,56,535,-1
399,176,57,325,-1
392,327,55,575,-1
398,202,58,394,-1
390,219,60,647,-1
394,325,58,524,-1
397,229,62,423,-1
395,267,59,485,-1
396,352,59,484,-1
,212.9582245,75.61879896,430.6501305,
